Name,Lowercase,Grade,Type,Refinement 1,Refinement 2,Refinement 3,Refinement 4,Refinement 5,Base ATK 1,Substat 1,Base ATK 5,Substat 5,Base ATK 10,Substat 10,Base ATK 15,Substat 15,Base ATK 20,Substat 20,Base ATK 20+,Substat 20+,Base ATK 25,Substat 25,Base ATK 30,Substat 30,Base ATK 35,Substat 35,Base ATK 40,Substat 40,Base ATK 40+,Substat 40+,Base ATK 45,Substat 45,Base ATK 50,Substat 50,Base ATK 50+,Substat 50+,Base ATK 55,Substat 55,Base ATK 60,Substat 60,Base ATK 60+,Substat 60+,Base ATK 65,Substat 65,Base ATK 70,Substat 70,Base ATK 70+,Substat 70+,Base ATK 75,Substat 75,Base ATK 80,Substat 80,Base ATK 80+,Substat 80+,Base ATK 85,Substat 85,Base ATK 90,Substat 90,Substat
Slingshot,slingshot,3,bow,"Slingshot: If a Normal or Charged Attack hits a target within 0.3s of being fired, increases DMG by 36%. Otherwise, decreases DMG by 10%.","Slingshot: If a Normal or Charged Attack hits a target within 0.3s of being fired, increases DMG by 42%. Otherwise, decreases DMG by 10%.","Slingshot: If a Normal or Charged Attack hits a target within 0.3s of being fired, increases DMG by 48%. Otherwise, decreases DMG by 10%.","Slingshot: If a Normal or Charged Attack hits a target within 0.3s of being fired, increases DMG by 54%. Otherwise, decreases DMG by 10%.","Slingshot: If a Normal or Charged Attack hits a target within 0.3s of being fired, increases DMG by 60%. Otherwise, decreases DMG by 10%.",38,6.8,48,7.9,61,9.3,73,10.6,86,12.0,105,12.0,117,13.4,129,14.8,140,16.1,151,17.5,171,17.5,182,18.9,193,20.3,212,20.3,223,21.6,234,23.0,253,23.0,264,24.4,274,25.7,294,25.7,304,27.1,314,28.5,334,28.5,344,29.9,354,31.2,CRIT Rate
The Stringless,the stringless,4,bow,Arrowless Song: Increases Elemental Skill and Elemental Burst DMG by 24%.,Arrowless Song: Increases Elemental Skill and Elemental Burst DMG by 30%.,Arrowless Song: Increases Elemental Skill and Elemental Burst DMG by 36%.,Arrowless Song: Increases Elemental Skill and Elemental Burst DMG by 42%.,Arrowless Song: Increases Elemental Skill and Elemental Burst DMG by 48%.,42,36.0,56,42.0,74,49.0,91,56.0,109,64.0,135,64.0,152,71.0,170,78.0,187,85.0,205,93.0,231,93.0,248,100.0,266,107.0,292,107.0,309,115.0,327,122.0,353,122.0,370,129.0,388,136.0,414,136.0,431,144.0,449,151.0,475,151.0,492,158.0,510,165.0,Elemental Mastery
Alley Hunter,alley hunter,4,bow,"Oppidan Ambush: While the character equipped with this weapon is in the party but not on the field, their DMG increases by 2% every second up to a max of 20%. When the character is on the field for more than 4s, the aforementioned DMG buff decreases by 4% per second until it reaches 0%.","Oppidan Ambush: While the character equipped with this weapon is in the party but not on the field, their DMG increases by 2.5% every second up to a max of 25%. When the character is on the field for more than 4s, the aforementioned DMG buff decreases by 5% per second until it reaches 0%.","Oppidan Ambush: While the character equipped with this weapon is in the party but not on the field, their DMG increases by 3% every second up to a max of 30%. When the character is on the field for more than 4s, the aforementioned DMG buff decreases by 6% per second until it reaches 0%.","Oppidan Ambush: While the character equipped with this weapon is in the party but not on the field, their DMG increases by 3.5% every second up to a max of 35%. When the character is on the field for more than 4s, the aforementioned DMG buff decreases by 7% per second until it reaches 0%.","Oppidan Ambush: While the character equipped with this weapon is in the party but not on the field, their DMG increases by 4% every second up to a max of 40%. When the character is on the field for more than 4s, the aforementioned DMG buff decreases by 8% per second until it reaches 0%.",44,6.0,59,7.0,79,8.2,99,9.4,119,10.6,144,10.6,165,11.8,185,13.0,205,14.2,226,15.5,252,15.5,273,16.7,293,17.9,319,17.9,340,19.1,361,20.3,387,20.3,408,21.5,429,22.7,455,22.7,476,23.9,497,25.1,523,25.1,544,26.4,565,27.6,ATK%
Blackcliff Warbow,blackcliff warbow,4,bow,"Press the Advantage: After defeating an enemy, ATK is increased by 12% for 30s. This effect has a maximum of 3 stacks, and the duration of each stack is independent of the others.","Press the Advantage: After defeating an enemy, ATK is increased by 15% for 30s. This effect has a maximum of 3 stacks, and the duration of each stack is independent of the others.","Press the Advantage: After defeating an enemy, ATK is increased by 18% for 30s. This effect has a maximum of 3 stacks, and the duration of each stack is independent of the others.","Press the Advantage: After defeating an enemy, ATK is increased by 21% for 30s. This effect has a maximum of 3 stacks, and the duration of each stack is independent of the others.","Press the Advantage: After defeating an enemy, ATK is increased by 24% for 30s. This effect has a maximum of 3 stacks, and the duration of each stack is independent of the others.",44,8.0,59,9.3,79,10.9,99,12.5,119,14.1,144,14.1,165,15.8,185,17.4,205,19.0,226,20.6,252,20.6,273,22.2,293,23.8,319,23.8,340,25.4,361,27.1,387,27.1,408,28.7,429,30.3,455,30.3,476,31.9,497,33.5,523,33.5,544,35.1,565,36.8,CRIT DMG
Compound Bow,compound bow,4,bow,Infusion Arrow: Normal Attack and Charged Attack hits increase ATK by 4% and Normal ATK SPD by 1.2% for 6s. Max 4 stacks. Can only occur once every 0.3s.,Infusion Arrow: Normal Attack and Charged Attack hits increase ATK by 5% and Normal ATK SPD by 1.5% for 6s. Max 4 stacks. Can only occur once every 0.3s.,Infusion Arrow: Normal Attack and Charged Attack hits increase ATK by 6% and Normal ATK SPD by 1.8% for 6s. Max 4 stacks. Can only occur once every 0.3s.,Infusion Arrow: Normal Attack and Charged Attack hits increase ATK by 7% and Normal ATK SPD by 2.1% for 6s. Max 4 stacks. Can only occur once every 0.3s.,Infusion Arrow: Normal Attack and Charged Attack hits increase ATK by 8% and Normal ATK SPD by 2.4% for 6s. Max 4 stacks. Can only occur once every 0.3s.,41,15.0,54,17.4,69,20.5,84,23.5,99,26.5,125,26.5,140,29.6,155,32.6,169,35.6,184,38.7,210,38.7,224,41.7,238,44.7,264,44.7,278,47.8,293,50.8,319,50.8,333,53.8,347,56.8,373,56.8,387,59.9,401,62.9,427,62.9,440,65.9,454,69.0,Physical DMG Bonus
Favonius Warbow,favonius warbow,4,bow,"Windfall: CRIT Hits have a 60% chance to generate a small amount of Elemental Particles, which will regenerate 6 Energy for the character. Can only occur once every 12s.","Windfall: CRIT Hits have a 70% chance to generate a small amount of Elemental Particles, which will regenerate 6 Energy for the character. Can only occur once every 10.5s.","Windfall: CRIT Hits have a 80% chance to generate a small amount of Elemental Particles, which will regenerate 6 Energy for the character. Can only occur once every 9s.","Windfall: CRIT Hits have a 90% chance to generate a small amount of Elemental Particles, which will regenerate 6 Energy for the character. Can only occur once every 7.5s.","Windfall: CRIT Hits have a 100% chance to generate a small amount of Elemental Particles, which will regenerate 6 Energy for the character. Can only occur once every 6s.",41,13.3,54,15.5,69,18.2,84,20.9,99,23.6,125,23.6,140,26.3,155,28.9,169,31.6,184,34.3,210,34.3,224,37.0,238,39.7,264,39.7,278,42.4,293,45.1,319,45.1,333,47.8,347,50.5,373,50.5,387,53.2,401,55.9,427,55.9,440,58.6,454,61.3,Energy Recharge
Prototype Crescent,prototype crescent,4,bow,Unreturning: Charged Attack hits on weak points increase Movement SPD by 10% and ATK by 36% for 10s.,Unreturning: Charged Attack hits on weak points increase Movement SPD by 10% and ATK by 45% for 10s.,Unreturning: Charged Attack hits on weak points increase Movement SPD by 10% and ATK by 54% for 10s.,Unreturning: Charged Attack hits on weak points increase Movement SPD by 10% and ATK by 63% for 10s.,Unreturning: Charged Attack hits on weak points increase Movement SPD by 10% and ATK by 72% for 10s.,42,9.0,56,10.5,74,12.3,91,14.1,109,15.9,135,15.9,152,17.7,170,19.5,187,21.4,205,23.2,231,23.2,248,25.0,266,26.8,292,26.8,309,28.6,327,30.4,353,30.4,370,32.3,388,34.1,414,34.1,431,35.9,449,37.7,475,37.7,492,39.5,510,41.3,ATK%
Royal Bow,royal bow,4,bow,"Focus: Upon damaging an opponent, increases CRIT Rate by 8%. Max 5 stacks. A CRIT Hit removes all stacks.","Focus: Upon damaging an opponent, increases CRIT Rate by 10%. Max 5 stacks. A CRIT Hit removes all stacks.","Focus: Upon damaging an opponent, increases CRIT Rate by 12%. Max 5 stacks. A CRIT Hit removes all stacks.","Focus: Upon damaging an opponent, increases CRIT Rate by 14%. Max 5 stacks. A CRIT Hit removes all stacks.","Focus: Upon damaging an opponent, increases CRIT Rate by 16%. Max 5 stacks. A CRIT Hit removes all stacks.",42,9.0,56,10.5,74,12.3,91,14.1,109,15.9,135,15.9,152,17.7,170,19.5,187,21.4,205,23.2,231,23.2,248,25.0,266,26.8,292,26.8,309,28.6,327,30.4,353,30.4,370,32.3,388,34.1,414,34.1,431,35.9,449,37.7,475,37.7,492,39.5,510,41.3,ATK%
Rust,rust,4,bow,Rapid Firing: Increases Normal Attack DMG by 40% but decreases Charged Attack DMG by 10%.,Rapid Firing: Increases Normal Attack DMG by 50% but decreases Charged Attack DMG by 10%.,Rapid Firing: Increases Normal Attack DMG by 60% but decreases Charged Attack DMG by 10%.,Rapid Firing: Increases Normal Attack DMG by 70% but decreases Charged Attack DMG by 10%.,Rapid Firing: Increases Normal Attack DMG by 80% but decreases Charged Attack DMG by 10%.,42,9.0,56,10.5,74,12.3,91,14.1,109,15.9,135,15.9,152,17.7,170,19.5,187,21.4,205,23.2,231,23.2,248,25.0,266,26.8,292,26.8,309,28.6,327,30.4,353,30.4,370,32.3,388,34.1,414,34.1,431,35.9,449,37.7,475,37.7,492,39.5,510,41.3,ATK%
Sacrificial Bow,sacrificial bow,4,bow,"Composed: After damaging an opponent with an Elemental Skill, the skill has a 40% chance to end its own CD. Can only occur once every 30s.","Composed: After damaging an opponent with an Elemental Skill, the skill has a 50% chance to end its own CD. Can only occur once every 26s.","Composed: After damaging an opponent with an Elemental Skill, the skill has a 60% chance to end its own CD. Can only occur once every 22s.","Composed: After damaging an opponent with an Elemental Skill, the skill has a 70% chance to end its own CD. Can only occur once every 19s.","Composed: After damaging an opponent with an Elemental Skill, the skill has a 80% chance to end its own CD. Can only occur once every 16s.",44,6.7,59,7.7,79,9.1,99,10.4,119,11.8,144,11.8,165,13.1,185,14.5,205,15.8,226,17.2,252,17.2,273,18.5,293,19.9,319,19.9,340,21.2,361,22.6,387,22.6,408,23.9,429,25.2,455,25.2,476,26.6,497,27.9,523,27.9,544,29.3,565,30.6,Energy Recharge
The Viridescent Hunt,the viridescent hunt,4,bow,"Verdant Wind: Upon hit, Normal and Aimed Shot Attacks have a 50% chance to generate a Cyclone, which will continuously attract surrounding opponents, dealing 40% of ATK as DMG to these opponents every 0.5s for 4s. This effect can only occur once every 14s.","Verdant Wind: Upon hit, Normal and Aimed Shot Attacks have a 50% chance to generate a Cyclone, which will continuously attract surrounding opponents, dealing 50% of ATK as DMG to these opponents every 0.5s for 4s. This effect can only occur once every 13s.","Verdant Wind: Upon hit, Normal and Aimed Shot Attacks have a 50% chance to generate a Cyclone, which will continuously attract surrounding opponents, dealing 60% of ATK as DMG to these opponents every 0.5s for 4s. This effect can only occur once every 12s.","Verdant Wind: Upon hit, Normal and Aimed Shot Attacks have a 50% chance to generate a Cyclone, which will continuously attract surrounding opponents, dealing 70% of ATK as DMG to these opponents every 0.5s for 4s. This effect can only occur once every 11s.","Verdant Wind: Upon hit, Normal and Aimed Shot Attacks have a 50% chance to generate a Cyclone, which will continuously attract surrounding opponents, dealing 80% of ATK as DMG to these opponents every 0.5s for 4s. This effect can only occur once every 10s.",42,6.0,56,7.0,74,8.2,91,9.4,109,10.6,135,10.6,152,11.8,170,13.0,187,14.2,205,15.5,231,15.5,248,16.7,266,17.9,292,17.9,309,19.1,327,20.3,353,20.3,370,21.5,388,22.7,414,22.7,431,23.9,449,25.1,475,25.1,492,26.4,510,27.6,CRIT Rate
Windblume Ode,windblume ode,4,bow,"Windblume Wish: After using an Elemental Skill, receive a boon from the ancient wish of the Windblume, increasing ATK by 16% for 6s.","Windblume Wish: After using an Elemental Skill, receive a boon from the ancient wish of the Windblume, increasing ATK by 20% for 6s.","Windblume Wish: After using an Elemental Skill, receive a boon from the ancient wish of the Windblume, increasing ATK by 24% for 6s.","Windblume Wish: After using an Elemental Skill, receive a boon from the ancient wish of the Windblume, increasing ATK by 28% for 6s.","Windblume Wish: After using an Elemental Skill, receive a boon from the ancient wish of the Windblume, increasing ATK by 32% for 6s.",42,36.0,56,42.0,74,49.0,91,56.0,109,64.0,135,64.0,152,71.0,170,78.0,187,85.0,205,93.0,231,93.0,248,100.0,266,107.0,292,107.0,309,115.0,327,122.0,353,122.0,370,129.0,388,136.0,414,136.0,431,144.0,449,151.0,475,151.0,492,158.0,510,165.0,Elemental Mastery
Mitternachts Waltz,mitternachts waltz,4,bow,Evernight Duet: Normal Attack hits on opponents increase Elemental Skill DMG by 20% for 5s. Elemental Skill hits on opponents increase Normal Attack DMG by 20% for 5s.,Evernight Duet: Normal Attack hits on opponents increase Elemental Skill DMG by 25% for 5s. Elemental Skill hits on opponents increase Normal Attack DMG by 25% for 5s.,Evernight Duet: Normal Attack hits on opponents increase Elemental Skill DMG by 30% for 5s. Elemental Skill hits on opponents increase Normal Attack DMG by 30% for 5s.,Evernight Duet: Normal Attack hits on opponents increase Elemental Skill DMG by 35% for 5s. Elemental Skill hits on opponents increase Normal Attack DMG by 35% for 5s.,Evernight Duet: Normal Attack hits on opponents increase Elemental Skill DMG by 40% for 5s. Elemental Skill hits on opponents increase Normal Attack DMG by 40% for 5s.,42,11.3,56,13.1,74,15.3,91,17.6,109,19.9,135,19.9,152,22.2,170,24.4,187,26.7,205,29.0,231,29.0,248,31.3,266,33.5,292,33.5,309,35.8,327,38.1,353,38.1,370,40.4,388,42.6,414,42.6,431,44.9,449,47.2,475,47.2,492,49.5,510,51.7,Physical DMG Bonus
Hamayumi,hamayumi,4,bow,"Full Draw: Increases Normal Attack DMG by 16% and Charged Attack DMG by 12%. When the equipping character's Energy reaches 100%, this effect is increased by 100%.","Full Draw: Increases Normal Attack DMG by 20% and Charged Attack DMG by 15%. When the equipping character's Energy reaches 100%, this effect is increased by 100%.","Full Draw: Increases Normal Attack DMG by 24% and Charged Attack DMG by 18%. When the equipping character's Energy reaches 100%, this effect is increased by 100%.","Full Draw: Increases Normal Attack DMG by 28% and Charged Attack DMG by 21%. When the equipping character's Energy reaches 100%, this effect is increased by 100%.","Full Draw: Increases Normal Attack DMG by 32% and Charged Attack DMG by 24%. When the equipping character's Energy reaches 100%, this effect is increased by 100%.",41,12.0,54,13.9,69,16.4,84,18.8,99,21.2,125,21.2,140,23.6,155,26.1,169,28.5,184,30.9,210,30.9,224,33.3,238,35.7,264,35.7,278,38.2,293,40.6,319,40.6,333,43.0,347,45.4,373,45.4,387,47.9,401,50.3,427,50.3,440,52.7,454,55.1,ATK%
Skyward Harp,skyward harp,5,bow,"Echoing Ballad: Increases CRIT DMG by 20%. Hits have a 60% chance to inflict a small AoE attack, dealing 125% Physical ATK DMG. Can only occur once every 4s.","Echoing Ballad: Increases CRIT DMG by 25%. Hits have a 70% chance to inflict a small AoE attack, dealing 125% Physical ATK DMG. Can only occur once every 3.5s.","Echoing Ballad: Increases CRIT DMG by 30%. Hits have a 80% chance to inflict a small AoE attack, dealing 125% Physical ATK DMG. Can only occur once every 3s.","Echoing Ballad: Increases CRIT DMG by 35%. Hits have a 90% chance to inflict a small AoE attack, dealing 125% Physical ATK DMG. Can only occur once every 2.5s.","Echoing Ballad: Increases CRIT DMG by 40%. Hits have a 100% chance to inflict a small AoE attack, dealing 125% Physical ATK DMG. Can only occur once every 2s.",48,4.8,65,5.6,87,6.5,110,7.5,133,8.5,164,8.5,188,9.5,212,10.4,236,11.4,261,12.4,292,12.4,316,13.3,341,14.3,373,14.3,398,15.3,423,16.2,455,16.2,480,17.2,506,18.2,537,18.2,563,19.1,590,20.1,621,20.1,648,21.1,674,22.1,CRIT Rate
Amos' Bow,amos' bow,5,bow,"Strong-Willed: Increases Normal and Charged Attack DMG by 12%. After a Normal or Charged Attack is fired, DMG dealt increases by a further 8% every 0.1s the arrow is in the air for up to 5 times.","Strong-Willed: Increases Normal and Charged Attack DMG by 15%. After a Normal or Charged Attack is fired, DMG dealt increases by a further 10% every 0.1s the arrow is in the air for up to 5 times.","Strong-Willed: Increases Normal and Charged Attack DMG by 18%. After a Normal or Charged Attack is fired, DMG dealt increases by a further 12% every 0.1s the arrow is in the air for up to 5 times.","Strong-Willed: Increases Normal and Charged Attack DMG by 21%. After a Normal or Charged Attack is fired, DMG dealt increases by a further 14% every 0.1s the arrow is in the air for up to 5 times.","Strong-Willed: Increases Normal and Charged Attack DMG by 24%. After a Normal or Charged Attack is fired, DMG dealt increases by a further 16% every 0.1s the arrow is in the air for up to 5 times.",46,10.8,62,12.5,82,14.7,102,16.9,122,19.1,153,19.1,173,21.3,194,23.4,214,25.6,235,27.8,266,27.8,287,30.0,308,32.2,340,32.2,361,34.4,382,36.5,414,36.5,435,38.7,457,40.9,488,40.9,510,43.1,532,45.3,563,45.3,586,47.4,608,49.6,ATK%
Elegy for the End,elegy for the end,5,bow,"The Parting Refrain: A part of the ""Millennial Movement"" that wanders amidst the winds. Increases Elemental Mastery by 60. When the Elemental Skills or Elemental Bursts of the character wielding this weapon hit opponents, that character gains a Sigil of Remembrance. This effect can be triggered once every 0.2s and can be triggered even if said character is not on the field. When you possess 4 Sigils of Remembrance, all of them will be consumed and all nearby party members will obtain the ""Millennial Movement: Farewell Song"" effect for 12s. ""Millennial Movement: Farewell Song"" increases Elemental Mastery by 100 and increases ATK by 20%. Once this effect is triggered, you will not gain Sigils of Remembrance for 20s. Of the many effects of the ""Millennial Movement,"" buffs of the same type will not stack.","The Parting Refrain: A part of the ""Millennial Movement"" that wanders amidst the winds. Increases Elemental Mastery by 75. When the Elemental Skills or Elemental Bursts of the character wielding this weapon hit opponents, that character gains a Sigil of Remembrance. This effect can be triggered once every 0.2s and can be triggered even if said character is not on the field. When you possess 4 Sigils of Remembrance, all of them will be consumed and all nearby party members will obtain the ""Millennial Movement: Farewell Song"" effect for 12s. ""Millennial Movement: Farewell Song"" increases Elemental Mastery by 125 and increases ATK by 25%. Once this effect is triggered, you will not gain Sigils of Remembrance for 20s. Of the many effects of the ""Millennial Movement,"" buffs of the same type will not stack.","The Parting Refrain: A part of the ""Millennial Movement"" that wanders amidst the winds. Increases Elemental Mastery by 90. When the Elemental Skills or Elemental Bursts of the character wielding this weapon hit opponents, that character gains a Sigil of Remembrance. This effect can be triggered once every 0.2s and can be triggered even if said character is not on the field. When you possess 4 Sigils of Remembrance, all of them will be consumed and all nearby party members will obtain the ""Millennial Movement: Farewell Song"" effect for 12s. ""Millennial Movement: Farewell Song"" increases Elemental Mastery by 150 and increases ATK by 30%. Once this effect is triggered, you will not gain Sigils of Remembrance for 20s. Of the many effects of the ""Millennial Movement,"" buffs of the same type will not stack.","The Parting Refrain: A part of the ""Millennial Movement"" that wanders amidst the winds. Increases Elemental Mastery by 105. When the Elemental Skills or Elemental Bursts of the character wielding this weapon hit opponents, that character gains a Sigil of Remembrance. This effect can be triggered once every 0.2s and can be triggered even if said character is not on the field. When you possess 4 Sigils of Remembrance, all of them will be consumed and all nearby party members will obtain the ""Millennial Movement: Farewell Song"" effect for 12s. ""Millennial Movement: Farewell Song"" increases Elemental Mastery by 175 and increases ATK by 35%. Once this effect is triggered, you will not gain Sigils of Remembrance for 20s. Of the many effects of the ""Millennial Movement,"" buffs of the same type will not stack.","The Parting Refrain: A part of the ""Millennial Movement"" that wanders amidst the winds. Increases Elemental Mastery by 120. When the Elemental Skills or Elemental Bursts of the character wielding this weapon hit opponents, that character gains a Sigil of Remembrance. This effect can be triggered once every 0.2s and can be triggered even if said character is not on the field. When you possess 4 Sigils of Remembrance, all of them will be consumed and all nearby party members will obtain the ""Millennial Movement: Farewell Song"" effect for 12s. ""Millennial Movement: Farewell Song"" increases Elemental Mastery by 200 and increases ATK by 40%. Once this effect is triggered, you will not gain Sigils of Remembrance for 20s. Of the many effects of the ""Millennial Movement,"" buffs of the same type will not stack.",46,12.0,62,13.9,82,16.4,102,18.8,122,21.2,153,21.2,173,23.6,194,26.1,214,28.5,235,30.9,266,30.9,287,33.3,308,35.7,340,35.7,361,38.2,382,40.6,414,40.6,435,43.0,457,45.4,488,45.4,510,47.9,532,50.3,563,50.3,586,52.7,608,55.1,Energy Recharge
Thundering Pulse,thundering pulse,5,bow,"Rule by Thunder: Increases ATK by 20% and grants the might of the Thunder Emblem. At stack levels 1/2/3, the Thunder Emblem increases Normal Attack DMG by 12/24/40%. The character will obtain 1 stack of Thunder Emblem in each of the following scenarios: Normal Attack deals DMG (stack lasts 5s), casting Elemental Skill (stack lasts 10s); Energy is less than 100% (stack disappears when Energy is full). Each stack's duration is calculated independently.","Rule by Thunder: Increases ATK by 25% and grants the might of the Thunder Emblem. At stack levels 1/2/3, the Thunder Emblem increases Normal Attack DMG by 15/30/50%. The character will obtain 1 stack of Thunder Emblem in each of the following scenarios: Normal Attack deals DMG (stack lasts 5s), casting Elemental Skill (stack lasts 10s); Energy is less than 100% (stack disappears when Energy is full). Each stack's duration is calculated independently.","Rule by Thunder: Increases ATK by 30% and grants the might of the Thunder Emblem. At stack levels 1/2/3, the Thunder Emblem increases Normal Attack DMG by 18/36/60%. The character will obtain 1 stack of Thunder Emblem in each of the following scenarios: Normal Attack deals DMG (stack lasts 5s), casting Elemental Skill (stack lasts 10s); Energy is less than 100% (stack disappears when Energy is full). Each stack's duration is calculated independently.","Rule by Thunder: Increases ATK by 35% and grants the might of the Thunder Emblem. At stack levels 1/2/3, the Thunder Emblem increases Normal Attack DMG by 21/42/70%. The character will obtain 1 stack of Thunder Emblem in each of the following scenarios: Normal Attack deals DMG (stack lasts 5s), casting Elemental Skill (stack lasts 10s); Energy is less than 100% (stack disappears when Energy is full). Each stack's duration is calculated independently.","Rule by Thunder: Increases ATK by 40% and grants the might of the Thunder Emblem. At stack levels 1/2/3, the Thunder Emblem increases Normal Attack DMG by 24/48/80%. The character will obtain 1 stack of Thunder Emblem in each of the following scenarios: Normal Attack deals DMG (stack lasts 5s), casting Elemental Skill (stack lasts 10s); Energy is less than 100% (stack disappears when Energy is full). Each stack's duration is calculated independently.",46,14.4,62,16.7,82,19.6,102,22.5,122,25.4,153,25.4,173,28.4,194,31.3,214,34.2,235,37.1,266,37.1,287,40.0,308,42.9,340,42.9,361,45.8,382,48.7,414,48.7,435,51.6,457,54.5,488,54.5,510,57.4,532,60.3,563,60.3,586,63.2,608,66.2,CRIT DMG
Apprentice's Notes,apprentice's notes,1,catalyst,No Passive,No Passive,No Passive,No Passive,No Passive,23,0.0,30,0.0,39,0.0,48,0.0,56,0.0,68,0.0,76,0.0,85,0.0,93,0.0,102,0.0,113,0.0,121,0.0,130,0.0,141,0.0,149,0.0,158,0.0,169,0.0,177,0.0,185,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,none
Pocket Grimoire,pocket grimoire,2,catalyst,No Passive,No Passive,No Passive,No Passive,No Passive,33,0.0,43,0.0,55,0.0,68,0.0,80,0.0,91,0.0,103,0.0,115,0.0,127,0.0,139,0.0,151,0.0,162,0.0,174,0.0,186,0.0,197,0.0,209,0.0,220,0.0,232,0.0,243,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,none
Emerald Orb,emerald orb,3,catalyst,"Rapids: Upon causing a Vaporize, Electro-Charged, Frozen, or a Hydro-infused Swirl reaction, increases ATK by 20% for 12s.","Rapids: Upon causing a Vaporize, Electro-Charged, Frozen, or a Hydro-infused Swirl reaction, increases ATK by 25% for 12s.","Rapids: Upon causing a Vaporize, Electro-Charged, Frozen, or a Hydro-infused Swirl reaction, increases ATK by 30% for 12s.","Rapids: Upon causing a Vaporize, Electro-Charged, Frozen, or a Hydro-infused Swirl reaction, increases ATK by 35% for 12s.","Rapids: Upon causing a Vaporize, Electro-Charged, Frozen, or a Hydro-infused Swirl reaction, increases ATK by 40% for 12s.",40,20.0,53,24.0,69,28.0,86,32.0,102,36.0,121,36.0,138,40.0,154,44.0,171,48.0,187,53.0,207,53.0,223,57.0,239,61.0,259,61.0,275,65.0,292,69.0,311,69.0,327,73.0,344,77.0,363,77.0,380,81.0,396,85.0,415,85.0,432,90.0,448,94.0,Elemental Mastery
Magic Guide,magic guide,3,catalyst,Bane of Storm and Tide: Increases DMG against opponents affected by Hydro or Electro by 12%.,Bane of Storm and Tide: Increases DMG against opponents affected by Hydro or Electro by 15%.,Bane of Storm and Tide: Increases DMG against opponents affected by Hydro or Electro by 18%.,Bane of Storm and Tide: Increases DMG against opponents affected by Hydro or Electro by 21%.,Bane of Storm and Tide: Increases DMG against opponents affected by Hydro or Electro by 24%.,38,41.0,48,47.0,61,56.0,73,64.0,86,72.0,105,72.0,117,80.0,129,89.0,140,97.0,151,105.0,171,105.0,182,113.0,193,122.0,212,122.0,223,130.0,234,138.0,253,138.0,264,146.0,274,154.0,294,154.0,304,163.0,314,171.0,334,171.0,344,179.0,354,187.0,Elemental Mastery
Otherworldly Story,otherworldly story,3,catalyst,Energy Shower: Picking up an Elemental Energy Orb/Particle recovers 1% HP.,Energy Shower: Each Elemental Orb or Particle collected restores 1.25% HP.,Energy Shower: Each Elemental Orb or Particle collected restores 1.5% HP.,Energy Shower: Each Elemental Orb or Particle collected restores 1.75% HP.,Energy Shower: Each Elemental Orb or Particle collected restores 2% HP.,39,8.5,50,9.9,65,11.6,79,13.3,94,15.0,113,15.0,127,16.7,141,18.5,155,20.2,169,21.9,189,21.9,202,23.6,216,25.3,236,25.3,249,27.0,263,28.8,282,28.8,296,30.5,309,32.2,329,32.2,342,33.9,355,35.6,375,35.6,388,37.3,401,39.0,Energy Recharge
Thrilling Tales of Dragon Slayers,thrilling tales of dragon slayers,3,catalyst,"Heritage: When switching characters, the new character taking the field has their ATK increased by 24% for 10s. This effect can only occur once every 20s.","Heritage: When switching characters, the new character taking the field has their ATK increased by 30% for 10s. This effect can only occur once every 20s.","Heritage: When switching characters, the new character taking the field has their ATK increased by 36% for 10s. This effect can only occur once every 20s.","Heritage: When switching characters, the new character taking the field has their ATK increased by 42% for 10s. This effect can only occur once every 20s.","Heritage: When switching characters, the new character taking the field has their ATK increased by 48% for 10s. This effect can only occur once every 20s.",39,7.7,50,8.9,65,10.4,79,12.0,94,13.5,113,13.5,127,15.1,141,16.6,155,18.2,169,19.7,189,19.7,202,21.3,216,22.8,236,22.8,249,24.4,263,25.9,282,25.9,296,27.5,309,29.0,329,29.0,342,30.5,355,32.1,375,32.1,388,33.6,401,35.2,HP%
Twin Nephrite,twin nephrite,3,catalyst,Guerilla Tactics: Defeating an opponent increases Movement SPD and ATK by 12% for 15s.,Guerilla Tactics: Defeating an opponent increases Movement SPD and ATK by 14% for 15s.,Guerilla Tactics: Defeating an opponent increases Movement SPD and ATK by 16% for 15s.,Guerilla Tactics: Defeating an opponent increases Movement SPD and ATK by 18% for 15s.,Guerilla Tactics: Defeating an opponent increases Movement SPD and ATK by 20% for 15s.,40,3.4,53,4.0,69,4.6,86,5.3,102,6.0,121,6.0,138,6.7,154,7.4,171,8.1,187,8.8,207,8.8,223,9.4,239,10.1,259,10.1,275,10.8,292,11.5,311,11.5,327,12.2,344,12.9,363,12.9,380,13.6,396,14.2,415,14.2,432,14.9,448,15.6,CRIT Rate
